,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
928,100.0,90.0,79.0,75.0,73.0,68.0,91.0,68.0,45.0,30.03,29.94,10.0,10.0,10.0,16.0,8.0,28.0,0.0
929,99.0,89.0,79.0,74.0,73.0,71.0,85.0,64.0,42.0,29.98,29.92,10.0,10.0,5.0,16.0,9.0,26.0,0.0
930,100.0,90.0,79.0,75.0,73.0,68.0,85.0,64.0,42.0,30.05,29.96,10.0,10.0,10.0,14.0,7.0,23.0,0.0
931,99.0,89.0,78.0,76.0,73.0,69.0,91.0,65.0,39.0,30.07,29.99,10.0,10.0,8.0,13.0,7.0,23.0,0.0
932,97.0,87.0,77.0,78.0,74.0,69.0,91.0,67.0,42.0,30.07,29.95,10.0,9.0,6.0,14.0,6.0,25.0,0.04
933,100.0,90.0,79.0,75.0,71.0,65.0,85.0,60.0,35.0,29.94,29.88,10.0,10.0,9.0,17.0,9.0,31.0,0.0
934,100.0,89.0,77.0,74.0,72.0,69.0,88.0,64.0,39.0,29.96,29.91,10.0,10.0,10.0,17.0,9.0,28.0,0.0
935,101.0,91.0,80.0,76.0,73.0,69.0,85.0,64.0,42.0,30.04,29.96,10.0,10.0,10.0,15.0,8.0,25.0,0.0
936,101.0,89.0,77.0,74.0,73.0,71.0,88.0,64.0,40.0,30.06,29.96,10.0,10.0,10.0,17.0,8.0,24.0,0.0
937,101.0,90.0,78.0,75.0,71.0,64.0,91.0,62.0,33.0,30.05,29.97,10.0,10.0,9.0,13.0,7.0,22.0,0.0
938,100.0,88.0,76.0,74.0,72.0,66.0,94.0,66.0,38.0,30.07,29.98,10.0,10.0,9.0,12.0,5.0,20.0,0.0
939,99.0,88.0,76.0,74.0,72.0,66.0,88.0,63.0,38.0,30.08,30.02,10.0,10.0,10.0,12.0,7.0,20.0,0.0
940,99.0,89.0,78.0,75.0,72.0,68.0,91.0,65.0,39.0,30.17,30.09,10.0,10.0,10.0,14.0,5.0,23.0,0.0
941,100.0,89.0,77.0,74.0,72.0,69.0,85.0,64.0,42.0,30.21,30.11,10.0,10.0,10.0,15.0,5.0,24.0,0.0
942,101.0,89.0,77.0,75.0,72.0,66.0,88.0,62.0,35.0,30.21,30.12,10.0,10.0,10.0,13.0,5.0,22.0,0.0
943,101.0,89.0,76.0,73.0,69.0,65.0,87.0,60.0,33.0,30.14,30.07,10.0,10.0,10.0,12.0,4.0,20.0,0.0
944,102.0,89.0,76.0,73.0,69.0,65.0,87.0,59.0,31.0,30.08,30.01,10.0,10.0,10.0,12.0,4.0,17.0,0.0
945,101.0,90.0,78.0,74.0,71.0,67.0,85.0,60.0,35.0,30.02,29.93,10.0,10.0,10.0,13.0,6.0,21.0,0.0
946,101.0,90.0,78.0,75.0,73.0,68.0,91.0,64.0,37.0,29.99,29.91,10.0,10.0,10.0,13.0,5.0,21.0,0.0
947,102.0,89.0,76.0,76.0,73.0,69.0,94.0,66.0,37.0,29.96,29.91,10.0,9.0,2.0,21.0,3.0,33.0,0.76
948,93.0,84.0,75.0,77.0,75.0,71.0,100.0,76.0,52.0,29.98,29.93,10.0,7.0,1.0,9.0,2.0,17.0,0.08
949,92.0,83.0,74.0,78.0,74.0,70.0,100.0,78.0,55.0,30.03,29.97,10.0,6.0,0.0,16.0,3.0,26.0,1.06
950,97.0,86.0,75.0,76.0,73.0,71.0,94.0,70.0,46.0,30.04,29.98,10.0,10.0,8.0,22.0,3.0,30.0,0.0
951,96.0,85.0,74.0,75.0,72.0,69.0,91.0,67.0,43.0,30.06,29.97,10.0,10.0,10.0,9.0,4.0,17.0,0.0
952,97.0,87.0,76.0,76.0,73.0,69.0,100.0,71.0,42.0,30.06,29.98,10.0,10.0,10.0,12.0,5.0,18.0,0.0
953,98.0,88.0,78.0,75.0,73.0,67.0,91.0,66.0,40.0,30.04,29.97,0.0,0.0,0.0,13.0,6.0,21.0,0.0
954,99.0,87.0,75.0,74.0,70.0,60.0,94.0,62.0,29.0,30.07,30.0,10.0,10.0,10.0,13.0,6.0,22.0,0.0
955,98.0,87.0,75.0,74.0,72.0,69.0,94.0,67.0,39.0,30.09,30.03,10.0,10.0,10.0,12.0,5.0,19.0,0.0
956,99.0,88.0,76.0,74.0,72.0,70.0,94.0,68.0,42.0,30.04,29.98,10.0,10.0,10.0,10.0,4.0,18.0,0.0
957,99.0,88.0,76.0,75.0,72.0,70.0,88.0,65.0,42.0,30.02,29.92,10.0,10.0,10.0,12.0,5.0,20.0,0.0
958,100.0,89.0,77.0,76.0,73.0,71.0,91.0,67.0,42.0,30.01,29.93,10.0,10.0,10.0,12.0,5.0,18.0,0.0
959,100.0,89.0,77.0,75.0,71.0,67.0,88.0,63.0,38.0,30.02,29.93,10.0,10.0,10.0,12.0,4.0,18.0,0.0
960,100.0,89.0,77.0,75.0,72.0,68.0,91.0,65.0,39.0,29.95,29.89,10.0,10.0,10.0,12.0,6.0,19.0,0.0
961,100.0,89.0,78.0,75.0,72.0,68.0,91.0,65.0,39.0,29.93,29.86,10.0,10.0,10.0,10.0,5.0,20.0,0.0
962,102.0,91.0,79.0,76.0,73.0,68.0,91.0,66.0,40.0,29.94,29.88,10.0,10.0,10.0,13.0,6.0,20.0,0.0
963,102.0,92.0,81.0,77.0,73.0,68.0,91.0,64.0,37.0,30.0,29.93,10.0,10.0,10.0,12.0,5.0,20.0,0.0
964,102.0,90.0,78.0,76.0,74.0,69.0,91.0,64.0,37.0,30.03,29.91,10.0,10.0,10.0,12.0,5.0,21.0,0.0
965,105.0,92.0,79.0,76.0,73.0,69.0,91.0,63.0,35.0,29.89,29.81,10.0,10.0,9.0,15.0,5.0,24.0,0.0
966,96.0,87.0,77.0,76.0,73.0,70.0,94.0,73.0,52.0,29.88,29.82,10.0,10.0,7.0,13.0,3.0,19.0,0.1
967,84.0,78.0,71.0,76.0,75.0,70.0,100.0,90.0,79.0,29.96,29.91,10.0,7.0,1.0,15.0,3.0,24.0,0.92
968,76.0,74.0,71.0,73.0,72.0,70.0,100.0,97.0,93.0,30.06,30.0,10.0,5.0,1.0,7.0,2.0,12.0,2.35
969,83.0,77.0,71.0,76.0,73.0,70.0,100.0,90.0,79.0,30.07,30.02,10.0,6.0,0.0,10.0,3.0,16.0,1.79
970,84.0,80.0,75.0,78.0,75.0,73.0,100.0,90.0,79.0,30.11,30.06,10.0,8.0,1.0,12.0,3.0,16.0,0.3
971,88.0,81.0,74.0,80.0,75.0,73.0,100.0,84.0,68.0,30.1,30.04,10.0,9.0,1.0,12.0,2.0,18.0,0.17
972,93.0,84.0,75.0,77.0,75.0,72.0,100.0,76.0,52.0,30.04,29.94,10.0,9.0,2.0,10.0,5.0,19.0,0.06
973,83.0,78.0,73.0,77.0,74.0,72.0,94.0,87.0,79.0,29.95,29.89,10.0,8.0,1.0,10.0,4.0,17.0,0.74
974,82.0,78.0,73.0,75.0,73.0,71.0,100.0,87.0,74.0,30.05,29.97,10.0,9.0,4.0,8.0,2.0,14.0,0.11
975,91.0,83.0,75.0,77.0,74.0,70.0,94.0,75.0,56.0,30.1,30.05,10.0,9.0,2.0,13.0,4.0,20.0,0.04
976,94.0,86.0,77.0,76.0,74.0,69.0,91.0,70.0,49.0,30.16,30.09,10.0,10.0,9.0,13.0,7.0,21.0,0.0
977,93.0,85.0,76.0,75.0,73.0,69.0,94.0,72.0,49.0,30.15,30.09,10.0,10.0,5.0,13.0,6.0,21.0,0.0
978,94.0,84.0,74.0,75.0,73.0,70.0,100.0,75.0,49.0,30.12,30.04,10.0,10.0,7.0,13.0,2.0,17.0,0.04
979,93.0,84.0,75.0,75.0,73.0,71.0,94.0,73.0,52.0,30.07,30.0,10.0,10.0,10.0,13.0,3.0,20.0,0.0
980,92.0,82.0,72.0,73.0,71.0,69.0,93.0,73.0,52.0,30.01,29.96,10.0,10.0,9.0,12.0,3.0,19.0,0.0
981,92.0,83.0,73.0,75.0,72.0,70.0,91.0,72.0,52.0,30.06,29.98,10.0,9.0,1.0,12.0,3.0,22.0,0.16
982,91.0,82.0,73.0,75.0,72.0,71.0,94.0,75.0,56.0,30.05,29.98,10.0,9.0,3.0,16.0,5.0,25.0,0.06
983,92.0,83.0,73.0,73.0,72.0,70.0,94.0,73.0,52.0,30.04,29.97,10.0,10.0,10.0,12.0,4.0,16.0,0.0
984,94.0,84.0,74.0,74.0,72.0,70.0,100.0,75.0,49.0,29.97,29.93,10.0,10.0,8.0,9.0,2.0,14.0,0.09
985,96.0,86.0,75.0,74.0,72.0,69.0,94.0,70.0,46.0,29.97,29.92,10.0,10.0,8.0,10.0,4.0,15.0,0.0
986,92.0,84.0,75.0,75.0,72.0,70.0,87.0,73.0,59.0,30.05,29.97,10.0,10.0,8.0,9.0,3.0,17.0,0.0
987,92.0,83.0,73.0,74.0,72.0,69.0,94.0,73.0,52.0,29.99,29.95,10.0,9.0,5.0,10.0,3.0,17.0,0.0
988,93.0,84.0,75.0,75.0,73.0,71.0,94.0,73.0,52.0,30.04,29.96,10.0,9.0,6.0,13.0,3.0,19.0,0.01
989,94.0,84.0,73.0,77.0,74.0,72.0,94.0,77.0,59.0,30.08,30.01,10.0,10.0,9.0,14.0,5.0,19.0,0.0
990,95.0,86.0,77.0,78.0,76.0,75.0,97.0,79.0,60.0,30.14,30.07,10.0,10.0,5.0,17.0,6.0,25.0,0.01
991,96.0,87.0,78.0,77.0,76.0,73.0,97.0,75.0,52.0,30.16,30.08,10.0,10.0,8.0,13.0,6.0,20.0,0.0
992,95.0,86.0,77.0,76.0,73.0,69.0,91.0,70.0,49.0,30.06,29.99,10.0,10.0,10.0,12.0,6.0,20.0,0.0
993,95.0,86.0,77.0,75.0,73.0,71.0,94.0,72.0,49.0,30.0,29.93,10.0,10.0,10.0,13.0,6.0,20.0,0.0
994,93.0,82.0,71.0,75.0,71.0,64.0,94.0,68.0,41.0,30.18,30.06,10.0,9.0,2.0,18.0,6.0,31.0,0.05
995,93.0,81.0,69.0,68.0,66.0,64.0,84.0,64.0,44.0,30.17,30.08,10.0,10.0,10.0,7.0,2.0,10.0,0.0
996,93.0,82.0,70.0,73.0,69.0,67.0,93.0,70.0,47.0,30.0,29.94,10.0,10.0,10.0,10.0,3.0,15.0,0.0
997,94.0,84.0,74.0,75.0,72.0,69.0,100.0,73.0,46.0,30.03,29.96,10.0,10.0,6.0,9.0,3.0,15.0,0.0
998,92.0,84.0,76.0,76.0,71.0,69.0,82.0,66.0,49.0,30.07,30.02,10.0,10.0,9.0,14.0,3.0,18.0,0.0
999,94.0,83.0,72.0,74.0,71.0,69.0,93.0,70.0,46.0,30.04,29.97,10.0,10.0,3.0,12.0,3.0,17.0,0.0
1000,95.0,85.0,75.0,74.0,71.0,68.0,94.0,69.0,44.0,30.0,29.92,10.0,10.0,10.0,9.0,2.0,12.0,0.0
1001,96.0,85.0,75.0,75.0,72.0,70.0,90.0,67.0,46.0,30.0,29.94,10.0,10.0,10.0,7.0,1.0,0.0,0.0
1002,98.0,87.0,75.0,75.0,73.0,71.0,94.0,70.0,45.0,29.99,29.93,10.0,10.0,10.0,8.0,2.0,12.0,0.0
1003,99.0,88.0,76.0,75.0,73.0,71.0,94.0,68.0,42.0,30.02,29.97,10.0,10.0,10.0,10.0,3.0,16.0,0.0
1004,99.0,87.0,75.0,75.0,71.0,65.0,94.0,66.0,38.0,30.08,30.01,10.0,10.0,10.0,10.0,3.0,17.0,0.0
1005,96.0,86.0,75.0,75.0,69.0,61.0,91.0,62.0,33.0,30.08,29.99,10.0,10.0,7.0,10.0,2.0,13.0,0.0
1006,94.0,82.0,70.0,74.0,69.0,65.0,84.0,64.0,44.0,30.0,29.95,10.0,10.0,10.0,14.0,5.0,18.0,0.0
1007,93.0,85.0,76.0,77.0,74.0,72.0,94.0,73.0,52.0,30.03,29.96,10.0,9.0,2.0,14.0,5.0,20.0,0.03
1008,97.0,87.0,77.0,76.0,74.0,72.0,94.0,72.0,49.0,30.03,29.95,10.0,10.0,4.0,15.0,5.0,23.0,0.01
1009,88.0,79.0,70.0,76.0,73.0,69.0,100.0,83.0,65.0,30.05,29.98,10.0,9.0,0.0,13.0,4.0,21.0,0.76
1010,73.0,70.0,67.0,72.0,69.0,62.0,100.0,89.0,78.0,30.14,30.08,10.0,7.0,1.0,13.0,6.0,20.0,1.22
1011,80.0,74.0,67.0,64.0,62.0,61.0,87.0,71.0,54.0,30.12,30.07,10.0,10.0,10.0,9.0,3.0,13.0,0.0
1012,89.0,77.0,65.0,65.0,60.0,52.0,93.0,61.0,29.0,30.09,30.04,10.0,10.0,10.0,8.0,1.0,11.0,0.0
1013,86.0,75.0,63.0,62.0,55.0,50.0,87.0,61.0,34.0,30.21,30.15,10.0,10.0,10.0,12.0,5.0,21.0,0.0
1014,83.0,72.0,60.0,55.0,52.0,50.0,73.0,54.0,34.0,30.22,30.14,10.0,10.0,10.0,8.0,2.0,12.0,0.0
1015,80.0,70.0,59.0,61.0,56.0,53.0,87.0,65.0,42.0,30.11,30.06,10.0,10.0,10.0,7.0,1.0,13.0,0.0
1016,85.0,72.0,58.0,60.0,58.0,53.0,93.0,65.0,37.0,30.07,30.02,10.0,10.0,10.0,8.0,2.0,11.0,0.0
1017,87.0,75.0,62.0,64.0,61.0,59.0,90.0,66.0,42.0,29.98,29.91,10.0,10.0,9.0,10.0,3.0,14.0,0.0
1018,91.0,81.0,70.0,72.0,69.0,65.0,90.0,69.0,47.0,29.86,29.8,10.0,10.0,8.0,12.0,5.0,20.0,0.0
1019,92.0,84.0,75.0,74.0,72.0,68.0,94.0,72.0,49.0,29.95,29.87,10.0,10.0,10.0,13.0,5.0,21.0,0.0
1020,92.0,84.0,76.0,74.0,72.0,68.0,94.0,71.0,47.0,29.97,29.91,10.0,10.0,10.0,16.0,5.0,23.0,0.0
1021,89.0,76.0,63.0,73.0,69.0,58.0,94.0,74.0,53.0,30.17,30.02,10.0,10.0,7.0,16.0,5.0,26.0,0.0
1022,86.0,74.0,61.0,63.0,60.0,57.0,90.0,69.0,48.0,30.25,30.18,10.0,10.0,10.0,9.0,5.0,16.0,0.0
1023,84.0,71.0,58.0,58.0,47.0,41.0,73.0,49.0,24.0,30.29,30.21,10.0,10.0,10.0,8.0,4.0,14.0,0.0
1024,84.0,68.0,52.0,52.0,46.0,39.0,83.0,53.0,23.0,30.21,30.16,10.0,10.0,10.0,7.0,1.0,11.0,0.0
1025,88.0,71.0,53.0,59.0,53.0,48.0,83.0,57.0,30.0,30.16,30.09,10.0,10.0,10.0,9.0,1.0,13.0,0.0
1026,91.0,76.0,61.0,72.0,65.0,57.0,84.0,66.0,47.0,30.11,30.04,10.0,10.0,10.0,10.0,3.0,17.0,0.0
1027,89.0,79.0,68.0,73.0,69.0,62.0,94.0,73.0,51.0,30.17,30.09,10.0,10.0,4.0,12.0,2.0,16.0,0.17
1028,87.0,77.0,67.0,71.0,67.0,62.0,100.0,74.0,48.0,30.21,30.1,10.0,7.0,0.0,14.0,3.0,24.0,0.0
1029,91.0,81.0,71.0,71.0,70.0,67.0,93.0,70.0,47.0,30.09,30.02,10.0,10.0,10.0,12.0,4.0,21.0,0.0
1030,94.0,85.0,75.0,72.0,70.0,64.0,87.0,66.0,44.0,30.04,29.94,10.0,10.0,10.0,14.0,5.0,20.0,0.0
1031,94.0,84.0,74.0,72.0,70.0,63.0,93.0,69.0,44.0,29.94,29.86,10.0,10.0,10.0,12.0,6.0,23.0,0.0
1032,93.0,84.0,75.0,73.0,71.0,66.0,87.0,67.0,47.0,29.91,29.85,10.0,10.0,10.0,13.0,6.0,22.0,0.0
1033,92.0,84.0,75.0,74.0,71.0,66.0,94.0,71.0,47.0,30.01,29.93,10.0,10.0,10.0,12.0,5.0,18.0,0.0
1034,83.0,74.0,65.0,70.0,61.0,44.0,93.0,60.0,26.0,30.22,30.07,10.0,10.0,10.0,17.0,7.0,29.0,0.0
1035,77.0,65.0,53.0,47.0,45.0,41.0,71.0,50.0,28.0,30.31,30.23,10.0,10.0,10.0,9.0,3.0,15.0,0.0
1036,80.0,64.0,47.0,48.0,45.0,41.0,86.0,57.0,27.0,30.24,30.17,10.0,10.0,10.0,9.0,2.0,16.0,0.0
1037,84.0,70.0,55.0,62.0,55.0,47.0,86.0,63.0,39.0,30.22,30.15,10.0,10.0,10.0,13.0,3.0,19.0,0.0
1038,86.0,77.0,67.0,67.0,64.0,61.0,93.0,71.0,48.0,30.25,30.19,10.0,10.0,10.0,10.0,4.0,16.0,0.0
1039,86.0,77.0,67.0,66.0,63.0,59.0,100.0,72.0,44.0,30.23,30.16,10.0,8.0,1.0,10.0,3.0,17.0,0.0
1040,87.0,76.0,64.0,66.0,62.0,60.0,93.0,69.0,44.0,30.18,30.12,10.0,10.0,10.0,10.0,2.0,14.0,0.0
1041,88.0,76.0,64.0,67.0,62.0,58.0,93.0,68.0,43.0,30.23,30.16,10.0,10.0,10.0,9.0,3.0,14.0,0.0
1042,86.0,74.0,61.0,64.0,60.0,57.0,90.0,67.0,44.0,30.23,30.16,10.0,10.0,10.0,12.0,2.0,16.0,0.0
1043,86.0,75.0,64.0,65.0,62.0,58.0,93.0,68.0,42.0,30.19,30.13,10.0,10.0,8.0,12.0,2.0,21.0,0.0
1044,87.0,76.0,65.0,67.0,63.0,54.0,100.0,67.0,34.0,30.18,30.11,10.0,10.0,8.0,10.0,2.0,14.0,0.0
1045,86.0,73.0,60.0,69.0,62.0,58.0,100.0,72.0,44.0,30.13,30.05,10.0,8.0,0.0,12.0,3.0,17.0,0.0
1046,91.0,81.0,71.0,73.0,71.0,64.0,100.0,72.0,44.0,30.04,29.98,10.0,9.0,1.0,15.0,5.0,22.0,0.33
1047,88.0,81.0,73.0,74.0,72.0,69.0,100.0,78.0,55.0,30.15,30.06,10.0,9.0,5.0,12.0,6.0,17.0,0.01
1048,80.0,74.0,68.0,73.0,70.0,66.0,93.0,84.0,74.0,30.25,30.19,10.0,8.0,0.0,16.0,5.0,25.0,1.07
1049,73.0,71.0,68.0,67.0,66.0,64.0,93.0,89.0,84.0,30.3,30.24,10.0,9.0,6.0,8.0,4.0,11.0,0.0
1050,72.0,68.0,63.0,68.0,66.0,59.0,100.0,91.0,81.0,30.27,30.22,10.0,6.0,1.0,7.0,2.0,12.0,0.24
1051,76.0,68.0,59.0,67.0,60.0,57.0,93.0,85.0,76.0,30.19,30.13,10.0,10.0,5.0,12.0,2.0,20.0,0.07
1052,71.0,66.0,61.0,69.0,65.0,61.0,100.0,94.0,87.0,30.14,30.09,10.0,5.0,1.0,7.0,2.0,12.0,0.08
1053,69.0,66.0,62.0,66.0,64.0,62.0,100.0,92.0,84.0,30.21,30.16,10.0,8.0,2.0,10.0,4.0,16.0,0.49
1054,65.0,63.0,60.0,62.0,61.0,58.0,100.0,94.0,87.0,30.29,30.23,10.0,6.0,1.0,10.0,6.0,17.0,0.17
1055,71.0,64.0,56.0,58.0,55.0,53.0,90.0,72.0,53.0,30.34,30.29,10.0,10.0,8.0,8.0,3.0,12.0,0.0
1056,74.0,65.0,55.0,60.0,57.0,54.0,100.0,79.0,57.0,30.31,30.25,10.0,8.0,2.0,8.0,2.0,12.0,0.0
1057,77.0,67.0,57.0,58.0,57.0,54.0,93.0,72.0,50.0,30.28,30.22,10.0,8.0,1.0,9.0,4.0,13.0,0.0
1058,76.0,65.0,54.0,58.0,55.0,52.0,93.0,75.0,57.0,30.27,30.18,10.0,10.0,9.0,7.0,2.0,12.0,0.0
1059,82.0,69.0,56.0,62.0,58.0,55.0,100.0,74.0,48.0,30.15,30.09,10.0,6.0,0.0,9.0,2.0,16.0,0.0
1060,86.0,73.0,59.0,58.0,55.0,51.0,87.0,60.0,32.0,30.11,30.04,10.0,10.0,10.0,8.0,2.0,14.0,0.0
1061,86.0,71.0,55.0,57.0,52.0,49.0,86.0,58.0,30.0,30.03,29.97,10.0,10.0,10.0,9.0,3.0,18.0,0.0
1062,82.0,70.0,58.0,66.0,61.0,54.0,100.0,74.0,47.0,29.96,29.9,10.0,9.0,1.0,15.0,7.0,26.0,0.0
1063,79.0,66.0,52.0,68.0,55.0,31.0,90.0,62.0,34.0,30.47,30.1,10.0,10.0,10.0,17.0,7.0,29.0,0.0
1064,63.0,52.0,41.0,33.0,30.0,26.0,67.0,46.0,25.0,30.63,30.54,10.0,10.0,10.0,13.0,5.0,22.0,0.0
1065,67.0,51.0,35.0,36.0,32.0,27.0,85.0,55.0,24.0,30.48,30.35,10.0,10.0,10.0,10.0,2.0,15.0,0.0
1066,77.0,61.0,44.0,57.0,48.0,36.0,84.0,64.0,43.0,30.19,30.09,10.0,10.0,10.0,13.0,5.0,21.0,0.0
1067,76.0,69.0,62.0,69.0,64.0,57.0,97.0,83.0,69.0,29.98,29.94,10.0,9.0,2.0,13.0,5.0,23.0,0.49
1068,73.0,62.0,51.0,69.0,54.0,45.0,100.0,71.0,41.0,30.21,30.11,10.0,9.0,2.0,14.0,3.0,24.0,0.13
1069,76.0,61.0,46.0,60.0,52.0,45.0,93.0,70.0,46.0,30.26,30.19,10.0,10.0,10.0,8.0,1.0,12.0,0.0
1070,66.0,61.0,55.0,60.0,57.0,49.0,97.0,87.0,77.0,30.4,30.32,10.0,10.0,6.0,10.0,4.0,14.0,0.03
1071,70.0,62.0,53.0,56.0,51.0,47.0,83.0,69.0,55.0,30.4,30.31,10.0,10.0,10.0,7.0,2.0,9.0,0.0
1072,76.0,66.0,56.0,65.0,59.0,51.0,86.0,75.0,64.0,30.18,29.93,10.0,10.0,10.0,14.0,6.0,26.0,0.0
1073,79.0,65.0,51.0,66.0,49.0,33.0,84.0,53.0,21.0,29.65,29.57,10.0,10.0,10.0,17.0,6.0,28.0,0.0
1074,79.0,64.0,49.0,48.0,42.0,38.0,80.0,53.0,25.0,29.81,29.67,10.0,10.0,10.0,8.0,3.0,12.0,0.0
1075,67.0,55.0,42.0,42.0,33.0,26.0,66.0,45.0,24.0,30.12,30.02,10.0,10.0,10.0,13.0,4.0,20.0,0.0
1076,69.0,53.0,37.0,43.0,34.0,31.0,85.0,56.0,27.0,30.16,30.08,10.0,10.0,10.0,12.0,3.0,16.0,0.0
1077,64.0,58.0,51.0,57.0,49.0,43.0,90.0,77.0,63.0,30.11,30.05,10.0,10.0,5.0,10.0,4.0,17.0,0.22
1078,52.0,51.0,49.0,50.0,49.0,47.0,100.0,95.0,89.0,30.04,29.97,10.0,6.0,2.0,12.0,6.0,21.0,1.29
1079,53.0,51.0,49.0,49.0,48.0,46.0,93.0,88.0,83.0,30.07,30.01,10.0,8.0,2.0,13.0,6.0,19.0,0.37
1080,52.0,50.0,47.0,50.0,48.0,46.0,100.0,95.0,89.0,30.01,29.85,10.0,5.0,1.0,10.0,3.0,17.0,0.63
1081,58.0,51.0,43.0,48.0,45.0,43.0,100.0,84.0,67.0,30.09,29.94,10.0,8.0,0.0,17.0,4.0,27.0,0.0
1082,56.0,48.0,39.0,48.0,45.0,39.0,100.0,86.0,72.0,30.26,30.11,10.0,7.0,2.0,13.0,3.0,19.0,0.0
1083,52.0,44.0,36.0,44.0,31.0,20.0,83.0,68.0,52.0,30.68,30.49,10.0,10.0,9.0,21.0,10.0,32.0,0.0
1084,46.0,40.0,33.0,26.0,20.0,16.0,56.0,45.0,34.0,30.69,30.6,10.0,10.0,10.0,12.0,5.0,18.0,0.0
1085,52.0,44.0,35.0,50.0,37.0,27.0,96.0,75.0,54.0,30.51,30.37,10.0,8.0,2.0,9.0,3.0,15.0,0.0
1086,67.0,59.0,50.0,61.0,55.0,50.0,100.0,91.0,81.0,30.18,30.04,10.0,5.0,0.0,14.0,4.0,25.0,0.02
1087,67.0,57.0,46.0,52.0,47.0,41.0,93.0,73.0,52.0,30.12,30.02,10.0,10.0,10.0,10.0,3.0,17.0,0.0
1088,77.0,64.0,50.0,60.0,54.0,46.0,100.0,73.0,46.0,30.13,30.01,10.0,7.0,1.0,14.0,4.0,22.0,0.0
1089,57.0,50.0,43.0,48.0,43.0,38.0,89.0,78.0,66.0,30.31,30.18,10.0,10.0,7.0,12.0,4.0,17.0,0.0
1090,54.0,50.0,45.0,43.0,42.0,40.0,92.0,78.0,63.0,30.42,30.31,10.0,7.0,2.0,12.0,5.0,20.0,0.0
1091,67.0,59.0,51.0,61.0,54.0,41.0,96.0,82.0,68.0,30.14,29.94,10.0,8.0,2.0,12.0,5.0,21.0,0.0
1092,76.0,55.0,34.0,67.0,59.0,21.0,100.0,80.0,59.0,30.19,29.78,10.0,6.0,2.0,21.0,6.0,35.0,0.0
1093,37.0,32.0,26.0,18.0,12.0,10.0,58.0,48.0,38.0,30.67,30.49,10.0,10.0,10.0,21.0,12.0,35.0,0.0
1094,45.0,34.0,23.0,17.0,12.0,8.0,59.0,42.0,24.0,30.76,30.68,10.0,10.0,10.0,13.0,5.0,21.0,0.0
1095,59.0,47.0,35.0,25.0,20.0,15.0,59.0,40.0,20.0,30.59,30.46,10.0,10.0,10.0,7.0,2.0,11.0,0.0
1096,71.0,57.0,43.0,40.0,32.0,25.0,55.0,41.0,27.0,30.29,30.2,10.0,10.0,10.0,12.0,4.0,19.0,0.0
1097,68.0,59.0,50.0,40.0,36.0,33.0,63.0,48.0,32.0,30.35,30.26,10.0,10.0,9.0,12.0,4.0,19.0,0.0
1098,68.0,60.0,52.0,64.0,54.0,37.0,100.0,74.0,47.0,30.22,30.1,10.0,6.0,0.0,7.0,1.0,10.0,0.01
1099,78.0,72.0,65.0,68.0,66.0,64.0,100.0,85.0,69.0,30.08,30.02,10.0,9.0,5.0,17.0,7.0,28.0,0.0
1100,80.0,74.0,68.0,67.0,65.0,64.0,90.0,74.0,58.0,30.01,29.94,10.0,10.0,10.0,17.0,9.0,32.0,0.0
1101,84.0,77.0,70.0,70.0,69.0,67.0,93.0,74.0,55.0,30.24,30.11,10.0,10.0,7.0,12.0,4.0,20.0,0.0
1102,76.0,69.0,62.0,68.0,58.0,47.0,97.0,72.0,46.0,30.27,30.2,10.0,10.0,10.0,7.0,1.0,11.0,0.0
1103,83.0,73.0,62.0,67.0,64.0,56.0,93.0,72.0,51.0,30.15,30.08,10.0,9.0,4.0,12.0,3.0,20.0,0.0
1104,70.0,60.0,49.0,65.0,27.0,16.0,84.0,51.0,18.0,30.53,30.38,10.0,10.0,10.0,18.0,9.0,30.0,0.0
1105,55.0,52.0,49.0,34.0,23.0,18.0,48.0,38.0,27.0,30.51,30.31,10.0,10.0,10.0,12.0,4.0,16.0,0.0
1106,77.0,64.0,51.0,61.0,51.0,36.0,90.0,70.0,50.0,30.06,29.9,10.0,10.0,4.0,10.0,3.0,18.0,0.0
1107,73.0,63.0,53.0,60.0,52.0,39.0,97.0,74.0,43.0,29.93,29.85,10.0,8.0,0.0,7.0,2.0,0.0,0.0
1108,73.0,64.0,52.0,62.0,54.0,44.0,100.0,79.0,38.0,29.96,29.85,10.0,8.0,1.0,15.0,5.0,25.0,0.4
1109,75.0,60.0,44.0,44.0,39.0,31.0,80.0,52.0,24.0,30.18,30.04,10.0,10.0,10.0,12.0,4.0,23.0,0.0
1110,48.0,42.0,37.0,31.0,28.0,24.0,68.0,58.0,48.0,30.24,30.13,10.0,10.0,10.0,10.0,6.0,17.0,0.0
1111,62.0,49.0,34.0,47.0,35.0,18.0,79.0,64.0,50.0,30.12,29.96,10.0,10.0,7.0,15.0,4.0,28.0,0.0
1112,34.0,29.0,23.0,18.0,15.0,13.0,60.0,55.0,49.0,30.6,30.31,10.0,10.0,10.0,17.0,10.0,28.0,0.0
